OS,TIPO,TIPO EQUIPAMENTO,EQUIPAMENTO,MARCA,HORARIO INICIO,HORARIO FIM,TIPO DE SERVIÇO,COMPLEMENTO,RESOLUÇÃO,TEMPO
2115760,CORRETIVA,APARELHO DE RAIOS-X - FIXO,COMPACTO PLUS DR,VMI,2024-09-26 07:23:00,2024-09-26 09:30:00,01 NAO LIGA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,2.12
2115768,CORRETIVA,TERMOSELADORA MICROPROCESSADA,SS101,PMS MEDICAL,2024-09-26 07:45:00,2024-09-26 08:15:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.5
2116220,CORRETIVA,VIDEOENDOSCOPIO - ALTA,BF P190,OLYMPUS,2024-09-26 14:12:00,2024-11-22 15:00:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),1368.8
2116134,CORRETIVA,ULTRASSOM - ECOCARDIO,VIVID S70 N,GE HEALTHCARE,2024-09-26 09:00:00,2024-09-26 13:00:00,02 NAO FUNCIONA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,4.0
2116145,CORRETIVA,AUTOCLAVE - HORIZONTAL,HI VAC II,BAUMER,2024-09-26 12:17:00,2024-09-27 12:30:00,02 NAO FUNCIONA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,24.22
2117147,CORRETIVA,CAMA - ELETRICA,TOTALCARE,HILL ROM,2024-09-27 13:57:00,2024-10-02 18:00:00,01 NAO LIGA,MAU USO,ACOMPANHAMENTO DE SERVICO EXTERNO,124.05
2116934,CORRETIVA,MONITOR - MULTIPARAMETROS,MX 550,PHILIPS MEDICAL,2024-09-27 11:00:00,2024-09-27 11:30:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.5
2115771,CORRETIVA,ANGIOGRAFO,ALLURA XPER FD20 (TETO),PHILIPS MEDICAL,2024-09-26 07:50:00,2024-09-26 17:00:00,02 NAO FUNCIONA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,9.17
2116152,CORRETIVA,APARELHO DE RAIOS-X - FIXO,DRX ASCEND,CARESTREAM,2024-09-26 11:18:00,2024-09-27 14:00:00,23 APRESENTA ARTEFATO OU INTERFERENCIA,CAUSA NATURAL,CONFIGURAÇÃO/REINICIALIZAÇÃO,26.7
2124833,CORRETIVA,VENTILADOR PULMONAR,SERVO AIR,GETINGE,2024-09-26 06:40:00,2024-10-28 13:00:00,04 NAO FUNCIONA NA BATERIA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),774.33
2115808,CORRETIVA,INDICADOR BIOLOGICO,CELERITY STEAM,STERIS,2024-09-26 17:55:00,2024-10-18 08:50:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),518.92
2116071,CORRETIVA,INSUFLADOR - CO2,CM 40L,CONFIANCE MEDICAL,2024-09-24 10:15:00,2024-10-08 14:00:00,02 NAO FUNCIONA,CAUSA NATURAL,TESTE FUNCIONAL,339.75
2138802,CORRETIVA,TERMODESINFECTADORA,K155,CISA,2024-09-26 03:00:00,2024-09-26 04:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,AJUSTE MECÂNICO,1.0
2116358,CORRETIVA,COMPRESSOR - MANTA TERMICA,BAIR HUGGER 675,ARIZANT HEALTHCARE 3M,2024-09-26 16:48:00,2024-10-09 16:30:00,22 NAO RECONHECE CONFIGURACAO,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,311.7
2116254,GERENCIAL,ULTRASSOM - ECOCARDIO,VIVID S5,GE HEALTHCARE,2024-11-12 15:00:00,2024-11-12 17:10:00,*NOTIFICAÇÃO DE EVENTO ADVERSO/TECNOVIGILÂNCIA,ATIVIDADE PROGRAMADA,SUBSTITUIÇÃO DE PECA(S),2.17
2114884,CORRETIVA,APARELHO DE RAIOS-X - FIXO,DRX ASCEND,CARESTREAM,2024-09-24 09:04:00,2024-09-24 10:00:00,02 NAO FUNCIONA,CAUSA NATURAL,COLOCADO EM TESTE TÉCNICO,0.93
2114978,CORRETIVA,INDICADOR BIOLOGICO,VELOCITY,ASP,2024-09-25 10:23:00,2024-09-25 12:22:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,PROCESSOS ADMINISTRATIVOS,1.98
2115034,CORRETIVA,BALANCA - ANTROPOMETRICA,W 200,WELMY,2024-09-25 14:00:00,2024-09-25 16:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,REVISÃO / REPARO EM PEÇAS,2.0
2115052,CORRETIVA,APARELHO DE RAIOS-X - FIXO,RT 500 150,RAY TEC,2024-09-25 11:20:00,2024-09-25 12:11:00,13 TESTE FUNCIONAL,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.85
2115070,CORRETIVA,CENTRAL DE MONITORIZACAO,CARESCAPE 16LT,GE HEALTHCARE,2024-09-25 13:00:00,2024-09-25 15:40:00,22 NAO RECONHECE CONFIGURACAO,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),2.67
2114927,CORRETIVA,LARINGOSCOPIO,GENERICO,GENERICO,2024-09-25 09:37:00,2024-09-30 16:30:00,02 NAO FUNCIONA,CAUSA NATURAL,LUBRIFICAÇÃO,126.88
2115301,CORRETIVA,ULTRASSOM PORTATIL - GERAL,M5,MINDRAY,2024-09-25 15:01:00,2024-10-02 11:40:00,02 NAO FUNCIONA,CAUSA NATURAL,INSTALAÇÃO / ATUALIZAÇÃO DE SOFTWARE,164.65
2115025,CORRETIVA,ELETROCARDIOGRAFO,ELI150,MORTARA,2024-09-25 09:45:00,2024-09-25 10:30:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM ACESSÓRIO(S),0.75
2116994,CORRETIVA,SISTEMA DE URODINAMICA,URANUS II,ALACER BIOMEDICA,2024-09-27 08:00:00,2024-10-17 07:40:00,02 NAO FUNCIONA,CAUSA NATURAL,ABERTURA DE CHAMADO TÉCNICO/CONTATO COM EMPRESA EXTERNA,479.67
2116757,CORRETIVA,TORNIQUETE - PNEUMATICO,SMARTPUMP DUAL CHANNEL,STRYKER,2024-09-27 05:00:00,2024-09-27 08:30:00,01 NAO LIGA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),3.5
2116706,CORRETIVA,ESTERILIZADORA A PEROXIDO,VPRO S2,STERIS,2024-09-27 07:35:00,2024-09-30 16:45:00,02 NAO FUNCIONA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,81.17
2116707,CORRETIVA,MESA CIRURGICA - ELETRICA,LYRA,GETINGE,2024-10-03 08:00:00,2024-10-03 11:50:00,03 EQUIPAMENTO DANIFICADO,MAU USO,PROCESSOS ADMINISTRATIVOS,3.83
2116741,CORRETIVA,MANGUITO - BRACADEIRA,MONITORIZACAO,GENERICO,2024-09-27 08:23:00,2024-09-28 13:30:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,RECEBIMENTO DE EQUIPAMENTO(S),29.12
2116743,CORRETIVA,BOMBA INFUSORA,INFUSOMAT SPACE,B BRAUN,2024-09-27 08:23:00,2024-10-01 13:35:00,01 NAO LIGA,CAUSA NATURAL,PROCESSOS ADMINISTRATIVOS,101.2
2116833,CORRETIVA,ELETROCARDIOGRAFO - ERGOMETRIA,ERGOPC 13 AIR,MICROMED,2024-09-27 08:00:00,2024-09-27 09:20:00,01 NAO LIGA,CAUSA NATURAL,CONFIGURAÇÃO/REINICIALIZAÇÃO,1.33
2116756,CORRETIVA,ANALISADOR BIOQUIMICO,VITROS 250,ORTHO CLINICAL DIAGNOSTICS,2024-09-19 08:35:00,2024-10-01 20:00:00,02 NAO FUNCIONA,ATIVIDADE PROGRAMADA,ACOMPANHAMENTO DE SERVICO EXTERNO,299.42
2116793,CORRETIVA,MODULO - SINAIS VITAIS,AY660P,NIHON KOHDEN,2024-09-27 08:52:00,2025-02-06 12:50:00,02 NAO FUNCIONA,,ABERTURA DE CHAMADO TÉCNICO/CONTATO COM EMPRESA EXTERNA,3171.97
2116737,CORRETIVA,BOMBA INFUSORA,INFUSOMAT SPACE,B BRAUN,2024-09-27 08:22:00,2024-10-01 17:00:00,01 NAO LIGA,CAUSA NATURAL,SUBSTITUIÇÃO DE PLACA(S),104.63
2117141,CORRETIVA,SISTEMA DE ANESTESIA,FABIUS,DRAGER HEALTHCARE,2024-09-27 13:52:00,2024-09-30 10:04:00,02 NAO FUNCIONA,CAUSA NATURAL,NÃO FOI POSSÍVEL REALIZAR,68.2
2115748,CORRETIVA,VIDEOENDOSCOPIO - ALTA,GIF H170,OLYMPUS,2024-09-25 18:42:00,2024-10-17 16:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,AJUSTE MECÂNICO,525.3
2115932,CORRETIVA,MEDIDOR - SINAIS VITAIS,VS2,PHILIPS MEDICAL,2024-09-24 09:49:00,2025-01-27 15:00:00,03 EQUIPAMENTO DANIFICADO,MAU USO,REVISÃO / REPARO EM PLACA(S),3005.18
2115640,PREVENTIVA,BOMBA INFUSORA,EVO IQ,BAXTER,2024-09-26 09:12:00,2024-11-09 15:59:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,AVALIAÇÃO TÉCNICA,1062.78
2116042,CORRETIVA,BOMBA INFUSORA,INFUSOMAT SPACE,B BRAUN,2024-09-26 10:57:00,2025-01-16 12:00:00,02 NAO FUNCIONA,CAUSA NATURAL,DEVOLUÇÃO DE EQUIPAMENTO/ACESSÓRIO FUNCIONAL AO SETOR,2689.05
2115368,CORRETIVA,MONITOR - MULTIPARAMETROS,B40,GE HEALTHCARE,2024-09-25 16:00:00,2025-04-29 17:10:00,02 NAO FUNCIONA,CAUSA NATURAL,ATUALIZAÇÃO DE DADOS NO SISTEMA,5185.17
2114980,CORRETIVA,SISTEMA DE ANESTESIA,9100C,GE HEALTHCARE,2024-09-25 10:25:00,2024-12-02 17:00:00,02 NAO FUNCIONA,EXTRAVIO,SUBSTITUIÇÃO DE PECA(S),1638.58
2114942,CORRETIVA,BALANCA - ELETRONICA/MESA,BP 15,FILIZOLA,2024-09-25 09:57:00,2024-11-07 15:30:00,01 NAO LIGA,MAU USO,SUBSTITUIÇÃO / REPARO EM ESTRUTURA DO EQUIPAMENTO,1037.55
2117034,CORRETIVA,MESA CIRURGICA - ELETRICA,BF683 TDP,BARRFAB,2024-09-27 12:34:00,2024-09-30 08:45:00,02 NAO FUNCIONA,CAUSA NATURAL,COLOCADO EM TESTE TÉCNICO,68.18
2117220,CORRETIVA,VIDEOENDOSCOPIO - BAIXA,CF HQ190L,OLYMPUS,2024-09-27 15:32:00,2024-10-15 10:30:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM PLACA(S),426.97
2117180,CORRETIVA,MACA - TRANSPORTE,TRANSTAR P8005,HILL ROM,2024-09-27 14:49:00,2024-09-30 12:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,REVISÃO / REPARO EM ACESSÓRIO(S),69.18
2117138,CORRETIVA,MANGUITO - BRACADEIRA,ESFIGMOMANOMETRO,GENERICO,2024-09-27 13:43:00,2024-09-27 14:40:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,REVISÃO / REPARO EM CONEXÕES,0.95
2117644,CORRETIVA,RESSONANCIA MAGNETICA,VANTAGE TITAN MRT 1504 1.5T,CANON,2024-09-29 03:20:00,2024-10-01 16:00:00,03 EQUIPAMENTO DANIFICADO,MAU USO,,60.67
2117494,CORRETIVA,CABO DE ECG,5 VIAS,GENERICO,2024-09-28 09:07:00,2024-09-28 09:15:00,02 NAO FUNCIONA,CAUSA NATURAL,PROCESSOS ADMINISTRATIVOS,0.13
2117524,CORRETIVA,MEDIDOR - SINAIS VITAIS,SPOT VITAL SIGNS LXI,WELCH ALLYN,2024-09-28 10:32:00,2024-10-01 08:33:00,19 FALTA DE PECA OU ACESSORIO,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO PERDIDO,70.02
2117499,CORRETIVA,ESTEIRA ERGOMETRICA,CENTURION 300,MICROMED,2024-09-28 09:24:00,2024-09-28 10:30:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,1.1
2117493,CORRETIVA,MODULO - SINAIS VITAIS,PDM NELLCOR,GE HEALTHCARE,2024-09-28 09:07:00,2024-12-01 07:15:00,02 NAO FUNCIONA,CAUSA NATURAL,PROCESSOS ADMINISTRATIVOS,1534.13
2114968,CORRETIVA,COMPRESSOR - COLCHAO DE AR,BIOAIR II 946,SALVAPE,2024-09-25 10:19:00,2024-09-29 08:00:00,01 NAO LIGA,MAU USO,SUBSTITUIÇÃO DE PECA(S),93.68
2115401,CORRETIVA,FOCO CIRURGICO TETO - LED,POLARIS 100 200,DRAGER HEALTHCARE,2025-01-03 08:00:00,2025-01-30 14:11:00,01 NAO LIGA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),654.18
2114839,CORRETIVA,BOMBA INFUSORA,COLLEAGUE (MONO),BAXTER,2024-09-25 08:23:00,2025-01-14 08:00:00,04 NAO FUNCIONA NA BATERIA,CAUSA NATURAL,PROCESSOS ADMINISTRATIVOS,2663.62
2115396,CORRETIVA,SISTEMA DE DESINFECCAO - CANULAS,AUTOSTEAM,FAMI,2024-09-25 16:26:00,2025-03-24 14:11:00,02 NAO FUNCIONA,CAUSA NATURAL,ATUALIZAÇÃO DE DADOS NO SISTEMA,4317.75
2114996,CORRETIVA,BISTURI - ELETRICO,ESG 400,OLYMPUS,2024-09-25 10:38:00,2025-04-25 08:30:00,03 EQUIPAMENTO DANIFICADO,MAU USO,SUBSTITUIÇÃO DE PECA(S),5085.87
2116964,CORRETIVA,AUTOCLAVE - HORIZONTAL,4210,CISA,2024-09-27 11:19:00,2024-09-27 12:20:00,02 NAO FUNCIONA,CAUSA NATURAL,AJUSTE ELETRÔNICO,1.02
2117098,CORRETIVA,MONITOR - MULTIPARAMETROS,DX2023,DIXTAL BIOMEDICA,2024-09-27 12:49:00,2024-11-14 11:00:00,01 NAO LIGA,CAUSA NATURAL,TESTE FUNCIONAL,1150.18
2116869,CORRETIVA,MESA CIRURGICA - ELETRICA,MEERA,GETINGE,2024-10-16 16:10:00,2024-10-16 19:00:00,02 NAO FUNCIONA,MAU USO,ACOMPANHAMENTO DE SERVICO EXTERNO,2.83
2117221,CORRETIVA,VIDEOENDOSCOPIO - BAIXA,CF H170L,OLYMPUS,2024-09-27 15:32:00,2024-11-11 18:00:00,03 EQUIPAMENTO DANIFICADO,MAU USO,REVISÃO / REPARO EM CONEXÕES,1082.47
2118066,CORRETIVA,MODULO - BATERIA,DX BAT 1H,DIXTAL BIOMEDICA,2024-09-30 08:33:00,2024-10-03 11:09:00,02 NAO FUNCIONA,CAUSA NATURAL,RECEBIMENTO DE EQUIPAMENTO(S),74.6
2117874,CORRETIVA,MONITOR - MULTIPARAMETROS,INFINITY VISTA XL,DRAGER HEALTHCARE,2024-09-30 07:19:00,2024-09-30 13:30:00,22 NAO RECONHECE CONFIGURACAO,CAUSA NATURAL,CONFIGURAÇÃO/REINICIALIZAÇÃO,6.18
2118257,CORRETIVA,ESTERILIZADORA A PEROXIDO,STERRAD 100S,ASP,2024-10-02 14:00:00,2024-10-02 17:00:00,02 NAO FUNCIONA,CAUSA NATURAL,AJUSTE ELETRÔNICO,3.0
2118408,CORRETIVA,SISTEMA DE BIOPSIA,PROMAG,MEDICAL DEVICES,2024-09-30 14:00:00,2024-09-30 14:40:00,02 NAO FUNCIONA,CAUSA NATURAL,TESTE FUNCIONAL,0.67
2118162,CORRETIVA,PROCESSADOR RADIOLOGICO - CR,ADC CR85X,AGFA HEALTHCARE,2024-09-30 11:00:00,2024-10-02 14:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,51.0
2118383,CORRETIVA,VENTILADOR PULMONAR - NAO INVASIVO,RESMART GII T30 T,BMC,2024-09-30 13:46:00,2024-11-21 14:00:00,02 NAO FUNCIONA,CAUSA NATURAL,ATUALIZAÇÃO DE DADOS NO SISTEMA,1248.23
2118178,CORRETIVA,CENTRAL DE MONITORIZACAO,CARESCAPE 16LT,GE HEALTHCARE,2024-09-30 15:00:00,2024-09-30 17:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,ERRO DE PROCEDIMENTO,CONFIGURAÇÃO/REINICIALIZAÇÃO,2.0
2118429,CORRETIVA,CABO DE ECG,5 VIAS,GENERICO,2024-09-30 14:17:00,2024-09-30 19:00:00,13 TESTE FUNCIONAL,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,4.72
2118116,CORRETIVA,MONITOR - CONSCIENCIA OU ANALGESIA,VIEW,COVIDIEN - BIS,2024-09-30 09:52:00,2024-09-30 15:00:00,03 EQUIPAMENTO DANIFICADO,MAU USO,REVISÃO / REPARO EM PEÇAS,5.13
2117876,CORRETIVA,INCUBADORA,1186C,FANEM,2024-09-27 17:29:00,2024-09-30 08:10:00,02 NAO FUNCIONA,ERRO DE PROCEDIMENTO,AVALIAÇÃO TÉCNICA,62.68
2117851,CORRETIVA,CENTRAL DE MONITORIZACAO,CNS9101 16LT,NIHON KOHDEN,2024-09-29 14:34:00,2024-09-30 06:37:00,01 NAO LIGA,CAUSA NATURAL,CONFIGURAÇÃO/REINICIALIZAÇÃO,16.05
2118122,CORRETIVA,MONITOR - MULTIPARAMETROS,BSM 6501,NIHON KOHDEN,2024-09-30 09:53:00,2024-09-30 10:30:00,02 NAO FUNCIONA,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,0.62
2117967,CORRETIVA,CABO DE ECG,5 VIAS,GENERICO,2024-09-30 08:41:00,2024-09-30 09:20:00,18 MOLHANDO MATERIAL,CAUSA NATURAL,NÃO FOI POSSÍVEL REALIZAR,0.65
2118204,CORRETIVA,BOMBA INFUSORA,EVO IQ,BAXTER,2024-09-30 10:56:00,2024-09-30 15:15:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,REVISÃO / REPARO EM ACESSÓRIO(S),4.32
2118238,CORRETIVA,GLICOSIMETRO,FREESTYLE PRECISION PRO,ABBOTT,2024-09-30 11:22:00,2024-09-30 11:45:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,ATIVIDADE PROGRAMADA,ATUALIZAÇÃO DE DADOS NO SISTEMA,0.38
2118084,CORRETIVA,VENTILADOR PULMONAR - TRANSPORTE,OXYMAG,MAGNAMED,2024-09-30 09:24:00,2024-09-30 10:40:00,*ACESSORIO DANIFICADO,MAU USO,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,1.27
2118083,CORRETIVA,VENTILADOR PULMONAR - TRANSPORTE,OXYMAG,MAGNAMED,2024-09-30 09:22:00,2024-09-30 10:20:00,19 FALTA DE PECA OU ACESSORIO,MAU USO,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,0.97
2118275,CORRETIVA,ELETROCARDIOGRAFO,PAGEWRITER TC10,PHILIPS MEDICAL,2024-09-30 15:21:00,2024-09-30 15:53:00,23 APRESENTA ARTEFATO OU INTERFERENCIA,CAUSA NATURAL,LIMPEZA,0.53
2118286,CORRETIVA,TERMOSELADORA MICROPROCESSADA,AMCOR,LOOK,2024-09-30 11:48:00,2024-09-30 12:32:00,13 TESTE FUNCIONAL,CAUSA NATURAL,TESTE FUNCIONAL,0.73
2118073,CORRETIVA,SISTEMA DE DESINFECCAO - ENDOSCOPIA,ALX1012 E1P,ENDOCLEAR,2024-09-30 09:30:00,2024-09-30 10:10:00,01 NAO LIGA,CAUSA NATURAL,CONFIGURAÇÃO/REINICIALIZAÇÃO,0.67
2117922,CORRETIVA,OFTALMOSCOPIO,GENERICO,GENERICO,2024-09-30 08:19:00,2024-10-01 10:25:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,26.1
2118071,CORRETIVA,MONITOR - MULTIPARAMETROS,B450,GE HEALTHCARE,2024-09-30 10:22:00,2024-09-30 11:15:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,0.88
2116827,CORRETIVA,CARDIOVERSOR,TEC 5531,NIHON KOHDEN,2024-09-27 08:00:00,2025-03-18 16:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,,ABERTURA DE CHAMADO TÉCNICO/CONTATO COM EMPRESA EXTERNA,4136.0
2118253,CORRETIVA,PADRAO - FLUXO DE GASES,MX300,TELEDYNE,2024-09-30 11:32:00,2024-09-30 14:40:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,CONFIGURAÇÃO/REINICIALIZAÇÃO,3.13
2118367,CORRETIVA,CAMA - ELETRICA,IB 535 040,IDEAL BEQUEM,2024-09-30 13:27:00,2024-09-30 13:27:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM CONEXÕES,0.0
2118149,CORRETIVA,ESFIGMOMANOMETRO - ANALOGICO MAO/PORTATIL,PREMIUM,PREMIUM,2024-09-30 10:08:00,2024-09-30 11:00:00,19 FALTA DE PECA OU ACESSORIO,CAUSA NATURAL,AJUSTE DE PARÂMETROS DESCALIBRADOS,0.87
2118192,CORRETIVA,FOCO CIRURGICO TETO - LED,POLARIS 100 200,DRAGER HEALTHCARE,2024-09-30 10:45:00,2024-09-30 13:10:00,02 NAO FUNCIONA,CAUSA NATURAL,AJUSTE ELETRÔNICO,2.42
2118518,CORRETIVA,CAMA - ELETRICA,IB 565 CL,IDEAL BEQUEM,2024-09-30 15:34:00,2024-09-30 16:00:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.43
2135832,CALIBRACAO,TERMOSELADORA MICROPROCESSADA,SA2000,SISPACK,2024-09-30 08:00:00,2024-09-30 08:30:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE CALIBRAÇÃO,0.5
2118290,CORRETIVA,MEDIDOR - SINAIS VITAIS,SPOT VITAL SIGNS LXI,WELCH ALLYN,2024-09-30 11:01:00,2024-09-30 12:25:00,19 FALTA DE PECA OU ACESSORIO,CAUSA NATURAL,INSTALAÇÃO / ENTREGA DE ACESSÓRIO ADICIONAL,1.4
2118256,CORRETIVA,TOMOGRAFO COMPUTADORIZADO,BRIGHT SPEED 16,GE HEALTHCARE,2024-09-30 11:33:00,2024-10-01 18:01:00,02 NAO FUNCIONA,CAUSA NATURAL,INSTALAÇÃO / ATUALIZAÇÃO DE SOFTWARE,30.47
2118696,CORRETIVA,BERCO - AQUECIDO,AMPLA 2085,FANEM,2024-09-30 16:51:00,2024-10-01 15:00:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM PEÇAS,22.15
2118078,CORRETIVA,CAMA - ELETRICA,A5,PARAMOUNT,2024-09-30 09:24:00,2024-09-30 10:25:00,13 TESTE FUNCIONAL,CAUSA NATURAL,NÃO FOI POSSÍVEL REALIZAR,1.02
2117964,CORRETIVA,MONITOR - MULTIPARAMETROS,B125,GE HEALTHCARE,2024-09-30 08:41:00,2024-09-30 09:05:00,13 TESTE FUNCIONAL,CAUSA NATURAL,TESTE FUNCIONAL,0.4
2118600,CORRETIVA,TERMOSELADORA MICROPROCESSADA,RSR 2000,RON,2024-09-30 16:00:00,2024-10-01 08:30:00,02 NAO FUNCIONA,CAUSA NATURAL,LIMPEZA,16.5
2117868,CORRETIVA,BALANCA - ACAMADO,LIFT SMB,SEAT MOBILE,2024-09-29 07:12:00,2024-09-30 08:20:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,25.13
2118318,CORRETIVA,CENTRAL DE MONITORIZACAO,INFINITY,DRAGER HEALTHCARE,2024-09-30 12:16:00,2024-09-30 12:30:00,01 NAO LIGA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.23
2118309,CORRETIVA,CENTRAL DE MONITORIZACAO,PU 621R,NIHON KOHDEN,2024-09-30 12:10:00,2024-09-30 13:00:00,02 NAO FUNCIONA,CAUSA NATURAL,CONFIGURAÇÃO/REINICIALIZAÇÃO,0.83
2117915,CORRETIVA,COMPRESSOR - COLCHAO DE AR,J001,MEDLEVENSOHN,2024-09-29 14:00:00,2024-09-30 10:00:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,20.0
2117969,CORRETIVA,MICROSCOPIO - ANALITICO,OPTIPHOT 2,NIKON,2024-09-30 08:42:00,2024-09-30 15:00:00,23 APRESENTA ARTEFATO OU INTERFERENCIA,CAUSA NATURAL,AJUSTE MECÂNICO,6.3
2118368,CORRETIVA,CAMA - ELETRICA,IB 605 047,IDEAL BEQUEM,2024-09-30 13:27:00,2024-09-30 15:13:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),1.77
2118693,CORRETIVA,TERMOSELADORA MICROPROCESSADA,RSR 2000,RON,2024-09-30 09:45:00,2024-10-01 10:48:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PLACA(S),25.05
2118624,CORRETIVA,CENTRAL DE MONITORIZACAO,INFINITY,DRAGER HEALTHCARE,2024-09-30 16:02:00,2024-09-30 17:20:00,02 NAO FUNCIONA,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,1.3
2118019,CORRETIVA,CAMA - ELETRICA,CENTURIS P750,HILL ROM,2024-09-30 08:50:00,2024-09-30 09:10:00,01 NAO LIGA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.33
2118018,CORRETIVA,VENTILADOR PULMONAR,SYNOVENT E3,MINDRAY,2024-09-30 08:50:00,2024-09-30 09:00:00,13 TESTE FUNCIONAL,CAUSA NATURAL,TESTE FUNCIONAL,0.17
2118399,CORRETIVA,ELETROCARDIOGRAFO,CARDIOLINE ECG 100L,PROLIFE,2024-09-30 13:55:00,2024-09-30 17:00:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO / REPARO EM ESTRUTURA DO EQUIPAMENTO,3.08
2117928,CORRETIVA,TERMOSELADORA MICROPROCESSADA,RS10,CISA,2024-09-30 08:00:00,2024-09-30 08:30:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,REVISÃO / REPARO EM CONEXÕES,0.5
2118075,CORRETIVA,ULTRASSOM PORTATIL - ECOCARDIO,VIVID IQ,GE HEALTHCARE,2024-09-30 09:00:00,2024-10-01 09:00:00,02 NAO FUNCIONA,ATIVIDADE PROGRAMADA,TESTE FUNCIONAL,24.0
2117907,CORRETIVA,ELETROCARDIOGRAFO,ELI150,MORTARA,2024-09-30 08:07:00,2024-09-30 08:30:00,19 FALTA DE PECA OU ACESSORIO,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO PERDIDO,0.38
2117908,CORRETIVA,ELETROCARDIOGRAFO,ELI150,MORTARA,2024-09-29 08:08:00,2024-09-30 08:15:00,19 FALTA DE PECA OU ACESSORIO,ERRO DE PROCEDIMENTO,AVALIAÇÃO TÉCNICA,24.12
2244770,INSTALACAO,TRANSFORMADOR DE PAREDE,GS 777,WELCH ALLYN,2024-10-01 18:45:00,2024-10-01 18:45:00,*INSTALACAO,INSTALAÇÃO,INSTALAÇÃO / ENTREGA DE EQUIPAMENTO ADICIONAL,0.0
